tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_positions	measurement_sd_z	measurement_sd_y	treatment_temp	treatment_dc_field	measurement_csd	treatment_dc_field_phi	er_citation_names	magic_instrument_codes	measurement_inc	measurement_description	magic_software_packages	measurement_dec	er_analyst_mail_names	measurement_temp	magic_method_codes	treatment_ac_field	measurement_flag	measurement_magn_moment	treatment_dc_field_theta	measurement_sd_x	measurement_standard
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	26	1	3.13e-10	1.37e-09	858.0	0	1.8		This study	hargrave 2015-01-20 12:24:04	-31.8		pmagpy-3.2.1	186.5		273	LT-T-Z:LP-DIR-T	0	g	4.62e-08		5.29e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	27	1	1.09e-09	1.21e-09	863.0	0	2.1		This study	hargrave 2015-02-10 17:33:39	-32.2		pmagpy-3.2.1	184.2		273	LT-T-Z:LP-DIR-T	0	g	4.43e-08		4.71e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	28	1	7.18e-10	1.11e-09	883.0	0	1.9		This study	hargrave 2015-02-11 17:31:29	-27.3		pmagpy-3.2.1	184.3		273	LT-T-Z:LP-DIR-T	0	g	4.06e-08		4.38e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	29	1	8.83e-10	5.60e-10	903.0	0	1.7		This study	hargrave 2015-02-12 15:43:23	-27.0		pmagpy-3.2.1	183.5		273	LT-T-Z:LP-DIR-T	0	g	3.76e-08		3.80e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	30	1	4.99e-10	7.10e-10	923.0	0	1.6		This study	hargrave 2015-02-13 17:59:10	-24.9		pmagpy-3.2.1	186.8		273	LT-T-Z:LP-DIR-T	0	g	3.19e-08		2.29e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	31	1	3.41e-10	3.33e-10	933.0	0	1.0		This study	hargrave 2015-02-17 11:33:47	-24.1		pmagpy-3.2.1	185.4		273	LT-T-Z:LP-DIR-T	0	g	2.76e-08		2.38e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	32	1	1.34e-10	8.70e-10	943.0	0	3.8		This study	hargrave 2015-02-18 09:53:13	-30.3		pmagpy-3.2.1	184.6		273	LT-T-Z:LP-DIR-T	0	g	1.35e-08		2.61e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	33	1	1.23e-10	2.04e-10	953.0	0	2.6		This study	hargrave 2015-02-19 13:00:15	-33.5		pmagpy-3.2.1	177.9		273	LT-T-Z:LP-DIR-T	0	g	5.46e-09		1.16e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	1	1	3.00e-09	1.46e-08	273	0	2.3		This study		-75.3		pmagpy-3.2.1	97.9		273	LT-NO:LP-DIR-T	0	g	4.90e-07		1.31e-08	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	2	1	2.94e-09	1.67e-08	77	0	2.2		This study		-76.9		pmagpy-3.2.1	99.4		273	LT-LT-Z:LP-DIR-T	0	g	5.30e-07		1.06e-08	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	3	1	3.50e-09	2.08e-08	373.0	0	2.2		This study		-79.2		pmagpy-3.2.1	102.5		273	LT-T-Z:LP-DIR-T	0	g	6.93e-07		1.62e-08	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	4	1	4.51e-09	2.67e-08	423.0	0	2.0		This study	hargrave 2014-10-22 16:03:00	-80.9		pmagpy-3.2.1	109.8		273	LT-T-Z:LP-DIR-T	0	g	8.13e-07		9.83e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	5	1	3.87e-09	2.60e-08	473.0	0	2.6		This study	hargrave 2014-10-27 16:29:43	-79.9		pmagpy-3.2.1	110.5		273	LT-T-Z:LP-DIR-T	0	g	7.81e-07		2.34e-08	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	6	1	2.82e-09	2.29e-08	523.0	0	2.7		This study	hargrave 2014-10-28 13:53:01	-80.5		pmagpy-3.2.1	116.6		273	LT-T-Z:LP-DIR-T	0	g	6.36e-07		2.00e-08	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	7	1	2.20e-09	1.29e-08	573.0	0	2.5		This study	hargrave 2014-10-28 20:50:09	-78.6		pmagpy-3.2.1	126.4		273	LT-T-Z:LP-DIR-T	0	g	3.98e-07		1.15e-08	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	8	1	1.10e-09	8.46e-09	623.0	0	2.6		This study	hargrave 2014-10-29 21:02:25	-76.6		pmagpy-3.2.1	130.7		273	LT-T-Z:LP-DIR-T	0	g	2.17e-07		4.73e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	9	1	8.69e-10	6.73e-09	673.0	0	2.9		This study	hargrave 2014-11-03 17:22:35	-74.1		pmagpy-3.2.1	131.6		273	LT-T-Z:LP-DIR-T	0	g	1.60e-07		4.43e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	10	1	7.78e-10	4.90e-09	698.0	0	2.4		This study	hargrave 2014-11-04 12:12:56	-72.0		pmagpy-3.2.1	137.9		273	LT-T-Z:LP-DIR-T	0	g	1.32e-07		2.36e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	11	1	7.31e-10	5.14e-09	723.0	0	3.0		This study	hargrave 2014-11-10 13:03:06	-70.1		pmagpy-3.2.1	143.0		273	LT-T-Z:LP-DIR-T	0	g	1.09e-07		2.31e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	12	1	1.10e-09	3.91e-09	748.0	0	2.5		This study	hargrave 2014-11-10 22:21:30	-67.3		pmagpy-3.2.1	146.4		273	LT-T-Z:LP-DIR-T	0	g	9.24e-08		3.73e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	13	1	1.16e-09	6.07e-09	773.0	0	4.6		This study	hargrave 2014-11-13 11:56:06	-63.5		pmagpy-3.2.1	149.2		273	LT-T-Z:LP-DIR-T	0	g	7.94e-08		1.88e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	14	1	5.82e-10	4.07e-09	788.0	0	3.5		This study	hargrave 2014-11-17 17:36:30	-58.7		pmagpy-3.2.1	149.1		273	LT-T-Z:LP-DIR-T	0	g	6.94e-08		1.27e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	15	1	4.62e-10	3.00e-09	803.0	0	2.9		This study	hargrave 2014-11-24 18:27:42	-57.7		pmagpy-3.2.1	149.5		273	LT-T-Z:LP-DIR-T	0	g	6.35e-08		1.05e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	16	1	8.40e-10	1.13e-09	818.0	0	1.5		This study	hargrave 2014-12-01 17:08:53	-56.6		pmagpy-3.2.1	157.8		273	LT-T-Z:LP-DIR-T	0	g	6.12e-08		7.53e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	17	1	8.33e-10	1.14e-09	823.0	0	1.6		This study	hargrave 2014-12-02 00:54:54	-55.2		pmagpy-3.2.1	152.6		273	LT-T-Z:LP-DIR-T	0	g	5.49e-08		6.42e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	18	1	5.03e-10	4.15e-09	828.0	0	5.0		This study	hargrave 2014-12-05 13:51:47	-54.9		pmagpy-3.2.1	151.8		273	LT-T-Z:LP-DIR-T	0	g	5.14e-08		1.71e-09	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	19	1	5.28e-10	1.79e-09	833.0	0	2.3		This study	hargrave 2014-12-06 12:09:00	-52.8		pmagpy-3.2.1	153.9		273	LT-T-Z:LP-DIR-T	0	g	4.70e-08		4.70e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	20	1	5.15e-10	9.01e-10	838.0	0	1.3		This study	hargrave 2014-12-08 15:29:03	-52.2		pmagpy-3.2.1	157.8		273	LT-T-Z:LP-DIR-T	0	g	4.51e-08		2.89e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	21	1	7.07e-10	1.24e-09	843.0	0	1.9		This study	hargrave 2014-12-08 22:21:25	-50.6		pmagpy-3.2.1	156.5		273	LT-T-Z:LP-DIR-T	0	g	4.41e-08		3.29e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	22	1	6.23e-10	1.20e-09	846.0	0	1.9		This study	hargrave 2015-01-12 11:11:57	-52.4		pmagpy-3.2.1	155.9		273	LT-T-Z:LP-DIR-T	0	g	4.18e-08		4.65e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	23	1	5.93e-10	1.14e-09	849.0	0	1.9		This study	hargrave 2015-01-14 14:30:08	-50.8		pmagpy-3.2.1	156.7		273	LT-T-Z:LP-DIR-T	0	g	3.93e-08		4.74e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	24	1	7.91e-10	1.82e-09	852.0	0	3.0		This study	hargrave 2015-01-15 14:44:58	-51.3		pmagpy-3.2.1	153.0		273	LT-T-Z:LP-DIR-T	0	g	3.87e-08		4.86e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	25	1	4.36e-10	1.82e-09	855.0	0	3.0		This study	hargrave 2015-01-18 13:06:16	-50.2		pmagpy-3.2.1	155.0		273	LT-T-Z:LP-DIR-T	0	g	3.74e-08		8.65e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	26	1	2.84e-10	1.26e-09	858.0	0	2.3		This study	hargrave 2015-01-20 12:25:28	-49.9		pmagpy-3.2.1	155.9		273	LT-T-Z:LP-DIR-T	0	g	3.53e-08		8.06e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	27	1	5.54e-10	5.26e-10	863.0	0	1.4		This study	hargrave 2015-02-10 17:35:38	-48.2		pmagpy-3.2.1	160.5		273	LT-T-Z:LP-DIR-T	0	g	3.27e-08		5.30e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	28	1	6.25e-10	8.72e-10	883.0	0	2.3		This study	hargrave 2015-02-11 17:33:46	-42.7		pmagpy-3.2.1	156.8		273	LT-T-Z:LP-DIR-T	0	g	2.73e-08		4.47e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	29	1	4.34e-10	5.97e-10	903.0	0	1.8		This study	hargrave 2015-02-12 15:45:13	-36.7		pmagpy-3.2.1	157.6		273	LT-T-Z:LP-DIR-T	0	g	2.28e-08		2.75e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	30	1	4.16e-10	4.50e-10	923.0	0	1.7		This study	hargrave 2015-02-13 18:00:41	-36.2		pmagpy-3.2.1	163.4		273	LT-T-Z:LP-DIR-T	0	g	2.11e-08		3.72e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	31	1	2.00e-10	4.15e-10	933.0	0	1.3		This study	hargrave 2015-02-17 11:35:15	-31.1		pmagpy-3.2.1	167.7		273	LT-T-Z:LP-DIR-T	0	g	2.23e-08		3.87e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	32	1	1.56e-10	9.46e-10	943.0	0	3.7		This study	hargrave 2015-02-18 09:54:42	-33.8		pmagpy-3.2.1	160.7		273	LT-T-Z:LP-DIR-T	0	g	1.50e-08		3.18e-10	
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	33	1	7.00e-11	1.58e-10	953.0	0	2.6		This study	hargrave 2015-02-19 13:01:41	-35.3		pmagpy-3.2.1	167.4		273	LT-T-Z:LP-DIR-T	0	g	4.06e-09		7.87e-11	
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0				273.	0		0	This study		-42.799999			295.600006		273.	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	5.267117e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	1				4.730e+02	0		0	This study		-42.400002			302.399994		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.808001e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	2				4.730e+02	6.000e-05		0	This study		-46.299999			303.000000		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	5.114643e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	3				4.730e+02	0		0	This study		-42.599998			296.500000		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.813084e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	4				5.230e+02	0		0	This study		-40.700001			300.200012		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.657222e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	5				5.230e+02	6.000e-05		0	This study		-33.900002			300.200012		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.254014e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	6				5.730e+02	0		0	This study		-42.099998			297.399994		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.438677e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	7				5.730e+02	6.000e-05		0	This study		-49.500000			293.799988		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	5.045183e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	8				6.130e+02	0		0	This study		-42.299999			297.899994		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.228602e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	9				5.230e+02	6.000e-05		0	This study		-34.700001			293.100006		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.842335e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	10				6.130e+02	6.000e-05		0	This study		-29.100000			295.000000		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.600072e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	11				5.230e+02	6.000e-05		0	This study		-37.200001			296.500000		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.938902e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	12				6.430e+02	0		0	This study		-42.000000			297.100006		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.050716e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	13				6.430e+02	6.000e-05		0	This study		-51.799999			298.700012		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.907957e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	14				6.430e+02	6.000e-05		0	This study		-42.000000			298.200012		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.047328e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	15				6.730e+02	0		0	This study		-41.900002			298.600006		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.916878e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	16				6.130e+02	6.000e-05		0	This study		-27.400000			298.200012		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.345949e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	17				6.730e+02	6.000e-05		0	This study		-23.200001			296.899994		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.201946e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	18				6.130e+02	6.000e-05		0	This study		-38.299999			300.600006		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.716968e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	19				7.030e+02	0		0	This study		-41.799999			298.100006		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.749157e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	20				7.030e+02	6.000e-05		0	This study		-54.799999			299.500000		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.845273e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	21				7.030e+02	6.000e-05		0	This study		-41.500000			303.000000		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.733910e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	22				7.330e+02	0		0	This study		-40.799999			297.100006		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.528917e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	23				6.730e+02	6.000e-05		0	This study		-20.200001			303.899994		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.873281e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	24				7.330e+02	6.000e-05		0	This study		-12.900000			301.899994		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.739443e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	25				6.730e+02	6.000e-05		0	This study		-35.799999			301.299988		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.266324e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	26				7.630e+02	0		0	This study		-41.599998			303.000000		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.256159e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	27				7.630e+02	6.000e-05		0	This study		-59.299999			301.100006		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.750400e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	28				7.630e+02	6.000e-05		0	This study		-42.200001			306.299988		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	3.252771e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	29				7.830e+02	0		0	This study		-41.599998			300.700012		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.995260e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	30				7.330e+02	6.000e-05		0	This study		-7.800000			303.100006		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.319293e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	31				7.830e+02	6.000e-05		0	This study		5.500000			306.000000		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.324376e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	32				7.330e+02	6.000e-05		0	This study		-31.500000			302.799988		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.675065e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	33				8.030e+02	0		0	This study		-41.000000			298.200012		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.636100e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	34				8.030e+02	6.000e-05		0	This study		-66.000000			306.600006		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	4.760565e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	35				8.030e+02	6.000e-05		0	This study		-41.799999			303.299988		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.625935e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	36				8.180e+02	0		0	This study		-41.500000			301.700012		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.161737e-05	0		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	37				7.830e+02	6.000e-05		0	This study		24.600000			303.600006		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	1.853402e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	38				8.180e+02	6.000e-05		0	This study		46.500000			300.700012		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	2.429413e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	39				7.830e+02	6.000e-05		0	This study		-15.800000			299.500000		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	1.672805e-05	90		u
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	40				8.280e+02	0		0	This study		-42.099998			299.000000		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		g	1.524906e-05	0		u
